Geographic Region,Subfamily,Tribe,Division,Genus,Species,Genus species,Extinct/TAXONOMY,Notes Specimen Taxonomy,Exome
SUNDA,Murinae,Rattini,Rattus,Rattus,andamanensis,Rattus andamanensis,,,
ASIA,Murinae,Rattini,Rattus,Rattus,losea,Rattus losea,,,
ASIA,Murinae,Rattini,Dacnomys,Niviventer,tenaster,Niviventer tenaster,,,
SUNDA,Murinae,Rattini,Dacnomys,Leopoldamys,edwardsi,Leopoldamys edwardsi,,,
ASIA,Murinae,Murini,Mus,Mus,terricolor,Mus terricolor,,,
ASIA,Murinae,Murini,Mus,Mus,booduga,Mus booduga,,,
ASIA,Murinae,Murini,Mus,Mus,lepidoides,Mus lepidoides,,,
ASIA,Murinae,Rattini,Rattus,Diplothrix,legata,Diplothrix legata,,,
ASIA,Murinae,Rattini,Dacnomys,Tonkinomys,daoventieni,Tonkinomys daoventieni,,,
ASIA,Murinae,Rattini,Rattus,Rattus,satarae,Rattus satarae,,,
ASIA,Murinae,Murini,Mus,Mus,shortridgei,Mus shortridgei,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,irroratus,Otomys irroratus,,,
ASIA,Murinae,Millardini,Millardia,Millardia,kathleenae,Millardia kathleenae,,,
ASIA,Murinae,Murini,Mus,Mus,nitidulus,Mus nitidulus,,,
ASIA,Murinae,Murini,Mus,Mus,fragilicauda,Mus fragilicauda,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Mastomys,erythroleucus,Mastomys erythroleucus,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Mastomys,coucha,Mastomys coucha,,,
AFRICA,Murinae,Arvicanthini,Aethomys,Aethomys,ineptus,Aethomys ineptus,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Lemniscomys,griselda,Lemniscomys griselda,,,
WALLACEA,Murinae,Rattini,Rattus,Rattus,hainaldi,Rattus hainaldi,,,
SAHUL,Murinae,Hydromyini,Hydromys,Pseudohydromys,patriciae,Pseudohydromys patriciae,,different than other Pseudohydromys,
SAHUL,Murinae,Hydromyini,Mallomys,Mallomys,gunung,Mallomys gunung,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Arvicanthis,blicki,Arvicanthis blicki,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,anchietae,Otomys anchietae,,,
SAHUL,Murinae,Hydromyini,Hydromys,Leptomys,signatus,Leptomys signatus,,,
SAHUL,Murinae,Hydromyini,Hydromys,Leptomys,paulus,Leptomys paulus,,,
WALLACEA,Murinae,Rattini,Rattus,Rattus,salocco,Rattus salocco,,,
WALLACEA,Murinae,Rattini,Bunomys,Taeromys,microbullatus,Taeromys microbullatus,,,
SUNDA,Murinae,Rattini,Rattus,Rattus,lugens,Rattus lugens,,,
SUNDA,Murinae,Hydromyini,Haeromys,Haeromys,pusillus,Haeromys pusillus,,,
WALLACEA,Murinae,Rattini,Rattus,Rattus,koopmani,Rattus koopmani,,,
WALLACEA,Murinae,Rattini,Rattus,Rattus,pelurus,Rattus pelurus,,,
WALLACEA,Murinae,Rattini,Rattus,Rattus,elaphinus,Rattus elaphinus,,,
SAHUL,Murinae,Hydromyini,Uromys,Melomys,frigicola,Melomys frigicola,,in the lutillus/burtoni. High elevation,
SAHUL,Murinae,Hydromyini,incertae sedis,Coccymys,kirrhos,Coccymys kirrhos,,,
WALLACEA,Murinae,Rattini,Rattus,Rattus,mollicomulus,Rattus mollicomulus,,,
WALLACEA,Murinae,Rattini,Bunomys,Taeromys,callitrichus,Taeromys callitrichus,,,1
WALLACEA,Murinae,Rattini,Bunomys,Taeromys,arcuatus,Taeromys arcuatus,,,
WALLACEA,Murinae,Rattini,Bunomys,Bunomys,karokophilus,Bunomys karokophilus,,,
AFRICA,Murinae,Arvicanthini,Aethomys,Aethomys,stannarius,Aethomys stannarius,,,
ASIA,Murinae,Murini,Mus,Mus,mayori,Mus mayori,,,
SUNDA,Murinae,Murini,Mus,Mus,vulcani,Mus vulcani,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Thamnomys,schoutedeni,Thamnomys schoutedeni,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Thamnomys,major,Thamnomys major,,,
AFRICA,Murinae,Arvicanthini,Aethomys,Aethomys,bocagei,Aethomys bocagei,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,cuanzensis,Otomys cuanzensis,,,
AFRICA,Murinae,Arvicanthini,Aethomys,Aethomys,thomasi,Aethomys thomasi,,,
ASIA,Murinae,incertae sedis,incertae sedis,Vernaya,fulva,Vernaya fulva,,,
SAHUL,Murinae,Hydromyini,Pogonomys,Macruromys,elegans,Macruromys elegans,,,
SAHUL,Murinae,Hydromyini,Hydromys,Baiyankamys,habbema,Baiyankamys habbema,,,
SAHUL,Murinae,Hydromyini,Hydromys,Pseudohydromys,occidentalis,Pseudohydromys occidentalis,,Check Helgen,
SAHUL,Murinae,Hydromyini,Uromys,Uromys,boeadii,Uromys boeadii,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Grammomys,caniceps,Grammomys caniceps,,,
PHILIPPINES,Murinae,Phloeomyini,Phloeomys,Crateromys,paulus,Crateromys paulus,,,
SAHUL,Murinae,Hydromyini,Hydromys,Hydromys,neobritannicus,Hydromys neobritannicus,,,
SAHUL,Murinae,Hydromyini,Hydromys,Hydromys,ziegleri,Hydromys ziegleri,,Not paritcularly deep lineage ala Kris,
SAHUL,Murinae,Hydromyini,Hydromys,Pseudohydromys,carlae,Pseudohydromys carlae,,"Check Helgen, ellermani group, one-toothed",
SAHUL,Murinae,Hydromyini,Hydromys,Pseudohydromys,berniceae,Pseudohydromys berniceae,,"Check Helgen, close to murinus group",
SAHUL,Murinae,Hydromyini,Hydromys,Microhydromys,argenteus,Microhydromys argenteus,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Arvicanthis,rufinus,Arvicanthis rufinus,,,
AFRICA,Murinae,Murini,Mus,Mus,indutus,Mus indutus,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Thallomys,nigricauda,Thallomys nigricauda,,,
PHILIPPINES,Murinae,Rattini,Rattus,Rattus,tawitawiensis,Rattus tawitawiensis,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,anselli,Hylomyscus anselli,,,
ASIA,Murinae,Murini,Mus,Mus,fernandoni,Mus fernandoni,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,aurorae,Apomys aurorae,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Praomys,coetzeei,Praomys coetzeei,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,carillus,Hylomyscus carillus,,,
ASIA,Murinae,Apodemini,Apodemus,Apodemus,witherbyi,Apodemus witherbyi,,,
ASIA,Murinae,Rattini,Berylmys,Berylmys,manipulus,Berylmys manipulus,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Thallomys,loringi,Thallomys loringi,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Lemniscomys,macculus,Lemniscomys macculus,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,heinrichorum,Hylomyscus heinrichorum,,,
AFRICA,Murinae,Murini,Mus,Mus,callewaerti,Mus callewaerti,,,
AFRICA,Murinae,Murini,Mus,Mus,sorella,Mus sorella,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Myomyscus,angolensis,Myomyscus angolensis,,,
SUNDA,Murinae,Rattini,Dacnomys,Lenothrix,canus,Lenothrix canus,,,
ASIA,Murinae,Millardini,Millardia,Madromys,blanfordi,Madromys blanfordi,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,sungae,Otomys sungae,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,dartmouthi,Otomys dartmouthi,,,
PHILIPPINES,Murinae,Phloeomyini,Phloeomys,Batomys,salomonseni,Batomys salomonseni,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Soricomys,kalinga,Soricomys kalinga,,,
AFRICA,Murinae,Arvicanthini,Hybomys,Hybomys,basilii,Hybomys basilii,,,
PHILIPPINES,Murinae,Rattini,Rattus,Tarsomys,echinatus,Tarsomys echinatus,,,
PHILIPPINES,Murinae,Rattini,incertae sedis,Anonymomys,mindorensis,Anonymomys mindorensis,,,1
AFRICA,Murinae,Praomyini,Stenocephalemys,Praomys,minor,Praomys minor,,,
AFRICA,Murinae,Arvicanthini,Hybomys,Desmomys,harringtoni,Desmomys harringtoni,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Myomyscus,brockmani,Myomyscus brockmani,,,
AFRICA,Murinae,Praomyini,Colomys,Nilopegamys,plumbeus,Nilopegamys plumbeus,,,
ASIA,Murinae,Rattini,Rattus,Rattus,osgoodi,Rattus osgoodi,,,
PHILIPPINES,Murinae,Rattini,Rattus,Abditomys,latidens,Abditomys latidens,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Grammomys,macmillani,Grammomys macmillani,,,
PHILIPPINES,Murinae,Rattini,Rattus,Rattus,everetti,Rattus everetti,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,typus,Otomys typus,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,denniae,Hylomyscus denniae,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Chrotomys,sibuyanensis,Chrotomys sibuyanensis,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,arcimontensis,Hylomyscus arcimontensis,,,
PHILIPPINES,Murinae,Rattini,Rattus,Limnomys,bryophilus,Limnomys bryophilus,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,aeta,Hylomyscus aeta,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Praomys,verschureni,Praomys verschureni,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Praomys,misonnei,Praomys misonnei,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Grammomys,ibeanus,Grammomys ibeanus,,,
PHILIPPINES,Murinae,Rattini,Bunomys,Bullimus,gamay,Bullimus gamay,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,lacustris,Otomys lacustris,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Arvicanthis,nairobae,Arvicanthis nairobae,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Arvicanthis,neumanni,Arvicanthus neumanni,,changed to match tree,1
AFRICA,Murinae,Arvicanthini,Oenomys,Thallomys,paedulcus,Thallomys paedulcus,,,1
AFRICA,Murinae,Murini,Mus,Mus,setulosus,Mus setulosus,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,abrae,Apomys abrae,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Rhynchomys,soricoides,Rhynchomys soricoides,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Grammomys,poensis,Grammomys poensis,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,parvus,Hylomyscus parvus,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Heimyscus,fumosus,Heimyscus fumosus,,,1
AFRICA,Murinae,Praomyini,Stenocephalemys,Praomys,tullbergi,Praomys tullbergi,,,
AFRICA,Murinae,Arvicanthini,Aethomys,Aethomys,chrysophilus,Aethomys chrysophilus,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Rhabdomys,dilectus,Rhabdomys dilectus,,,
PHILIPPINES,Murinae,Phloeomyini,Phloeomys,Batomys,granti,Batomys granti,,,
PHILIPPINES,Murinae,Rattini,Bunomys,Bullimus,luzonicus,Bullimus luzonicus,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Chrotomys,silaceus,Chrotomys silaceus,,,
AFRICA,Murinae,Arvicanthini,Aethomys,Aethomys,kaiseri,Aethomys kaiseri,,,
AFRICA,Murinae,Praomyini,Colomys,Zelotomys,hildegardeae,Zelotomys hildegardeae,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Pelomys,fallax,Pelomys fallax,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,angoniensis,Otomys angoniensis,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,musculus,Apomys musculus,,,
PHILIPPINES,Murinae,Phloeomyini,Phloeomys,Carpomys,phaeurus,Carpomys phaeurus,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,sierrae,Apomys sierrae,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,zambalensis,Apomys zambalensis,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,magnus,Apomys magnus,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,banahao,Apomys banahao,,,
PHILIPPINES,Murinae,Phloeomyini,Phloeomys,Musseromys,gulantang,Musseromys gulantang,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Rhynchomys,banahao,Rhynchomys banahao,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,brownorum,Apomys brownorum,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Rhynchomys,tapulao,Rhynchomys tapulao,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Soricomys,musseri,Soricomys musseri,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Mastomys,pernanus,Mastomys pernanus,,,
PHILIPPINES,Murinae,Phloeomyini,Phloeomys,Batomys,hamiguitan,Batomys hamiguitan,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,endorobae,Hylomyscus endorobae,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,minganensis,Apomys minganensis,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Soricomys,leonardocoi,Soricomys leonardocoi,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Rhynchomys,mingan,Rhynchomys mingan,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,uzungwensis,Otomys uzungwensis,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Archboldomys,maximus,Archboldomys maximus,,,
PHILIPPINES,Murinae,Phloeomyini,Phloeomys,Crateromys,schadenbergi,Crateromys schadenbergi,,,
PHILIPPINES,Murinae,Phloeomyini,Phloeomys,Musseromys,inopinatus,Musseromys inopinatus,,,
SUNDA,Murinae,Rattini,Rattus,Palawanomys,furvus,Palawanomys furvus,,,
PHILIPPINES,Murinae,Phloeomyini,Phloeomys,Musseromys,beneficus,Musseromys beneficus,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Praomys,morio,Praomys morio,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,iridensis,Apomys iridensis,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,littoralis,Apomys littoralis,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,kerbispeterhansi,Hylomyscus kerbispeterhansi,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,sacobianus,Apomys sacobianus,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Grammomys,cometes,Grammomys cometes,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,jacksoni,Otomys jacksoni,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,barbouri,Otomys barbouri,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Apomys,gracilirostris,Apomys gracilirostris,,,
PHILIPPINES,Murinae,Rattini,Rattus,Rattus,mindorensis,Rattus mindorensis,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Pelomys,hopkinsi,Pelomys hopkinsi,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,walterverheyeni,Hylomyscus walterverheyeni,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Arvicanthis,abyssinicus,Arvicanthis abyssinicus,,,
AFRICA,Murinae,Murini,Mus,Mus,mahomet,Mus mahomet,,,
AFRICA,Murinae,Murini,Mus,Mus,imberbis,Mus imberbis,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Stenocephalemys,albipes,Stenocephalemys albipes,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,simiensis,Otomys simiensis,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Lemniscomys,barbarus,Lemniscomys barbarus,,,
SUNDA,Murinae,Rattini,Rattus,Rattus,baluensis,Rattus baluensis,,,
AFRICA,Murinae,Murini,Mus,Mus,tenellus,Mus tenellus,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Soricomys,montanus,Soricomys montanus,,,
ASIA,Murinae,Millardini,Millardia,Millardia,gleadowi,Millardia gleadowi,,,
ASIA,Murinae,Millardini,Millardia,Cremnomys,cutchicus,Cremnomys cutchicus,,,
WALLACEA,Murinae,Rattini,Maxomys,Maxomys,wattsi,Maxomys wattsi,,,
PHILIPPINES,Murinae,Hydromyini,Chrotomys,Rhynchomys,labo,Rhynchomys labo,,,
ASIA,Murinae,incertae sedis,incertae sedis,Hadromys,yunnanensis,Hadromys yunnanensis,,,
ASIA,Murinae,Apodemini,Apodemus,Apodemus,alpicola,Apodemus alpicola,,,
ASIA,Murinae,incertae sedis,incertae sedis,Hadromys,humei,Hadromys humei,,,
ASIA,Murinae,Rattini,Dacnomys,Niviventer,fraternus,Niviventer fraternus,,,
ASIA,Murinae,Rattini,Dacnomys,Niviventer,brahma,Niviventer brahma,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Stenocephalemys,albocaudata,Stenocephalemys albocaudata,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Grammomys,selousi,Grammomys selousi,,,
ASIA,Murinae,Murini,Mus,Mus,cypriacus,Mus cypriacus,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Rhabdomys,bechuanae,Rhabdomys bechuanae,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,unisulcatus,Otomys unisulcatus,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,auratus,Otomys auratus,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Rhabdomys,intermedius,Rhabdomys intermedius,,,
ASIA,Murinae,Apodemini,Apodemus,Tokudaia,muenninki,Tokudaia muenninki,,,
ASIA,Murinae,Apodemini,Apodemus,Tokudaia,osimensis,Tokudaia osimensis,,,
ASIA,Murinae,Apodemini,Apodemus,Tokudaia,tokunoshimensis,Tokudaia tokunoshimensis,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,laminatus,Otomys laminatus,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,karoensis,Otomys karoensis,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,thomasi,Otomys thomasi,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,yaldeni,Otomys yaldeni,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,zinki,Otomys zinki,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,sloggetti,Otomys sloggetti,,,
AFRICA,Murinae,Otomyini,Otomys,Parotomys,littledalei,Parotomys littledalei,,,
AFRICA,Murinae,Otomyini,Otomys,Parotomys,brantsii,Parotomys brantsii,,,
ASIA,Murinae,Rattini,Dacnomys,Niviventer,niviventer,Niviventer niviventer,,,
ASIA,Murinae,Rattini,Dacnomys,Niviventer,ling,Niviventer ling,,,
SUNDA,Murinae,Rattini,Rattus,Rattus,korinchi,Rattus korinchi,,,
ASIA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,kaimosae,Hylomyscus kaimosae,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Arvicanthis,ansorgei,Arvicanthis ansorgei,,,
AFRICA,Murinae,Arvicanthini,Hybomys,Hybomys (Typomys),trivirgatus,Hybomys (Typomys) trivirgatus,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Lamottemys,okuensis,Lamottemys okuensis,,,
ASIA,Murinae,Murini,Mus,Mus,saxicola,Mus saxicola,,,
AFRICA,Murinae,Arvicanthini,Hybomys,Dephomys,eburneae,Dephomys eburneae,,,
AFRICA,Murinae,Murini,Mus,Mus,haussa,Mus haussa,,,
AFRICA,Murinae,Murini,Mus,Mus,goundae,Mus goundae,,,
AFRICA,Murinae,Arvicanthini,Oenomys,Oenomys,ornatus,Oenomys ornatus,,,
AFRICA,Murinae,Otomyini,Otomys,Otomys,occidentalis,Otomys occidentalis,,,
AFRICA,Murinae,Murini,Mus,Mus,oubanguii,Mus oubanguii,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Pelomys,campanae,Pelomys campanae,,,
ASIA,Murinae,Murini,Mus,Mus,famulus,Mus famulus,,,
AFRICA,Murinae,Malacomyini,Malacomys,Malacomys,cansdalei,Malacomys cansdalei,,,
AFRICA,Murinae,Malacomyini,Malacomys,Malacomys,edwardsi,Malacomys edwardsi,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Praomys,daltoni,Praomys daltoni,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Lemniscomys,zebra,Lemniscomys zebra,,,
AFRICA,Murinae,Arvicanthini,Aethomys,Micaelamys,namaquensis,Micaelemys namaquensis,,changed to match tree,1
AFRICA,Murinae,Praomyini,Stenocephalemys,Myomyscus,yemeni,Myomyscus yemeni,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Rhabdomys,pumilio,Rhabdomys pumilio,,,1
AFRICA,Murinae,Arvicanthini,Arvicanthis,Lemniscomys,striatus,Lemniscomys striatus,,,1
AFRICA,Murinae,Arvicanthini,Arvicanthis,Mylomys,dybowskii,Mylomys dybowskii,,,1
AFRICA,Murinae,Praomyini,Stenocephalemys,Myomyscus,verreauxii,Myomyscus verreauxii,,,1
AFRICA,Murinae,Arvicanthini,Arvicanthis,Arvicanthis,niloticus,Arvicanthus niloticus,,changed to match tree,1
AFRICA,Murinae,Arvicanthini,Hybomys,Stochomys,longicaudatus,Stochomys longicaudatus,,,1
AFRICA,Murinae,Praomyini,Stenocephalemys,Mastomys,kollmannspergeri,Mastomys kollmannspergeri,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,pamfi,Hylomyscus pamfi,,,
AFRICA,Murinae,Murini,Mus,Mus,mattheyi,Mus mattheyi,,,
AFRICA,Murinae,Arvicanthini,Hybomys,Hybomys,badius,Hybomys badius,,,
AFRICA,Murinae,Murini,Mus,Mus,baoulei,Mus baoulei,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,grandis,Hylomyscus grandis,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Lemniscomys,mittendorfi,Lemniscomys mittendorfi,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,baeri,Hylomyscus baeri,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Praomys,hartwigi,Praomys hartwigi,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Praomys,rostratus,Praomys rostratus,,,
AFRICA,Murinae,Arvicanthini,Aethomys,Micaelamys,granti,Micaelamys granti,,,
ASIA,Murinae,Arvicanthini,Golunda,Golunda,ellioti,Golunda ellioti,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Praomys,petteri,Praomys petteri,,,
AFRICA,Murinae,Arvicanthini,Hybomys,Dephomys,defua,Dephomys defua,,,1
AFRICA,Murinae,Arvicanthini,Arvicanthis,Lemniscomys,bellieri,Lemniscomys bellieri,,,
AFRICA,Murinae,Arvicanthini,Arvicanthis,Lemniscomys,linulus,Lemniscomys linulus,,,
AFRICA,Murinae,Praomyini,Stenocephalemys,Hylomyscus,simus,Hylomyscus simus,,,
ASIA,Murinae,Murini,Mus,Malpaisomys,insularis,Malpaisomys insularis,,,
ASIA,Murinae,Apodemini,Apodemus,Apodemus,draco,Apodemus draco,,,
ASIA,Murinae,Apodemini,Apodemus,Apodemus,chevrieri,Apodemus chevrieri,,,
ASIA,Murinae,Apodemini,Apodemus,Apodemus,peninsulae,Apodemus peninsulae,,,
ASIA,Murinae,Apodemini,Apodemus,Apodemus,latronum,Apodemus latronum,,,
ASIA,Murinae,Apodemini,Apodemus,Apodemus,argenteus,Apodemus argenteus,,,
ASIA,Murinae,Apodemini,Apodemus,Apodemus,uralensis,Apodemus uralensis,,,
ASIA,Murinae,Apodemini,Apodemus,Apodemus,speciosus,Apodemus speciosus,,,
ASIA,Murinae,Apodemini,Apodemus,Apodemus,microps,Apodemus microps,,,
ASIA,Murinae,Rattini,Micromys,Micromys,minutus,Micromys minutus,,,
ASIA,Murinae,Rattini,Rattus,Bandicota,bengalensis,Bandicota bengalensis,,,
ASIA,Murinae,Rattini,Rattus,Bandicota,savilei,Bandicota savilei,,,
SUNDA,Murinae,Rattini,Berylmys,Berylmys,berdmorei,Berylmys berdmorei,,,
WALLACEA,Murinae,Rattini,Echiothrix,Echiothrix,leucura,Echiothrix leucura,,,
WALLACEA,Murinae,Rattini,Dacnomys,Margaretamys,beccarii,Margaretamys beccarii,,,
