"tp"	"num.genes.c"	"num_genes_d1"	"num_genes_d2"	"num.genes.m"	"c.avg.block.size"	"c.avg.block.count"	"c.num.blocks"	"d1.avg.block.size"	"d1.avg.block.count"	"d1.num.blocks"	"d2.avg.block.size"	"d2.avg.block.count"	"d2.num.blocks"	"m.avg.block.size"	"m.avg.block.count"	"m.num.blocks"
"<72>"	2295	991	841	7255	282444.074214518	0.245937161430119	1846	218998.183946488	0.10479375696767	897	210810.869062901	0.0783055198973042	779	569662.419134396	1.75284738041002	2634
"<73>"	1856	620	733	8173	254236.984042553	0.234707446808511	1504	244919.153061224	0.0561224489795918	588	246545.628148148	0.0844444444444444	675	750329.674067496	2.62877442273535	2252
"<74>"	1890	235	402	8855	278914.276196636	0.221862871927555	1546	211809.629955947	0.0352422907488987	227	189742.944297082	0.0583554376657825	377	958519.238095238	3.63579277864992	1911
"<75>"	864	905	330	9283	215068.777634961	0.107969151670951	778	258919.43649815	0.117139334155364	811	211708.877300614	0.0153374233128834	326	1128992.03790087	4.41282798833819	1715
"<76>"	6283	19	21	5059	473298.364869689	1.24312745448054	2801	77253.3888888889	0.0555555555555556	18	191911.238095238	0	21	376986.803155253	0.813911796342775	2789
"<77>"	1107	843	267	9165	276239.584008097	0.121457489878543	988	145610.101763908	0.141112618724559	737	266893.803149606	0.047244094488189	254	1094802.0548953	4.18788907753254	1767
"<78>"	5939	225	202	5016	429969.285663211	1.12370396853772	2797	338523.888372093	0.0465116279069767	215	299960.95959596	0.0202020202020202	198	381553.755644574	0.826292789512017	2746
"<79>"	3001	379	172	7830	297450.238646895	0.390639481000927	2158	209293.671232877	0.0328767123287671	365	306915.564705882	0.0176470588235294	170	669468.504983389	2.25207641196013	2408
"<8>"	1482	895	1348	7657	270703.89348659	0.137164750957854	1305	243226.299877601	0.0966952264381885	817	236594.586993243	0.136824324324324	1184	621416.092985972	2.0685370741483	2495
"<80>"	1611	265	398	9108	266484.022693997	0.1800878477306	1366	187928.501930502	0.0231660231660232	259	243328.875647668	0.0362694300518135	386	1047420.43997767	4.08375209380235	1791
"<81>"	2298	393	308	8383	249044.929173693	0.291736930860034	1779	210495.757978723	0.050531914893617	376	301476.587248322	0.0369127516778524	298	816278.586445366	2.86353158137391	2169
"<82>"	1726	1606	1203	6847	264839.430696416	0.167004732927654	1479	261982.663976522	0.177549523110785	1363	206536.6434619	0.13170272812794	1063	520890.338858195	1.52228360957643	2715
"<83>"	1387	1234	995	7766	248247.286427977	0.154870940882598	1201	250005.685372585	0.135234590616375	1087	260486.34494382	0.11685393258427	890	642606.338617886	2.15731707317073	2460
"<84>"	3993	181	102	7106	346183.182863943	0.584688615628719	2521	326481.988636364	0.0284090909090909	176	183455.254901961	0	102	547192.572900763	1.71145038167939	2620
"<85>"	3863	465	451	6603	310613.856640625	0.509765625	2560	213411.902439024	0.0310421286031042	451	214323.321100917	0.0344036697247706	436	499706.972470504	1.36002860207365	2797
"<86>"	3524	804	1140	5914	320952.50212585	0.498724489795918	2352	210926.073627845	0.0789825970548862	747	223433.878727634	0.131212723658052	1006	448767.231351351	1.13081081081081	2775
"<87>"	2552	1734	1451	5645	284606.586967676	0.307337095946639	1949	247218.794198895	0.198204419889503	1448	266419.142857143	0.171912832929782	1239	408231.103510029	1.02256446991404	2792
"<88>"	6103	67	56	5156	443646.348993289	1.15683504062169	2831	168960.757575758	0.0151515151515152	66	200635.122807018	0	57	392322.382729211	0.830845771144279	2814
"<89>"	2372	911	721	7378	239769.331908071	0.268840192410476	1871	254983.741147741	0.112332112332112	819	210544.718796992	0.0857142857142857	665	617248.15771028	1.87188473520249	2568
"<9>"	2936	302	267	7877	288120.575449931	0.355329949238579	2167	223313.712374582	0.0100334448160535	299	213988.63740458	0.0152671755725191	262	679697.631338321	2.27389858686617	2406
"<90>"	4718	79	77	6508	347737.679169701	0.720320466132556	2746	196999.285714286	0	77	107786.597402597	0	77	506379.167327804	1.34547421565092	2773
"<91>"	7748	15	8	3611	649694.143550344	2.13465426607359	2473	130112.714285714	0.0714285714285714	14	337517.25	0	8	314700.235822113	0.471644226846185	2451
"<92>"	1794	1000	1697	6891	252194.315683646	0.203083109919571	1492	231007.280567686	0.0938864628820961	916	250218.6482903	0.186322400558269	1433	536661.322869955	1.57286995515695	2676
"<93>"	3489	289	359	7245	306041.832019909	0.448361675653256	2411	192120.228571429	0.025	280	197528.072674419	0.0348837209302326	344	579944.947829398	1.75971058644326	2626
"<94>"	5065	246	227	5844	411669.701427003	0.851445298207098	2733	193024.607594937	0.0337552742616034	237	215192.01826484	0.0365296803652968	219	423483.066545455	1.12727272727273	2750
"<95>"	7007	107	108	4160	541396.961077844	1.62312874251497	2672	263603.819047619	0.019047619047619	105	237427.738317757	0	107	339166.25509028	0.597771801767192	2603
"<96>"	3356	978	922	6126	311802.85	0.433333333333333	2340	231083.122886133	0.102593010146561	887	218914.992932862	0.088339222614841	849	450910.104680243	1.18863879957128	2799
"<97>"	4996	326	340	5720	379312.533810376	0.788550983899821	2795	224647.98427673	0.0251572327044025	318	297430.247706422	0.0397553516819572	327	405935.724489796	1.01161154116819	2842
"<98>"	2904	1131	1146	6201	280132.669815777	0.372224846480869	2117	256159.20271581	0.0969932104752667	1031	265144.606445312	0.119140625	1024	450879.731751169	1.22941387989932	2781
"<99>"	2656	435	378	7913	295959.025487256	0.32783608195902	2001	216372.784688995	0.0382775119617225	418	208963.693989071	0.040983606557377	366	677548.85851419	2.30133555926544	2396
